29/07/2021,02:42:15,Faktorial,4,24
29/07/2021,02:42:21,Faktorial,2,2
29/07/2021,02:42:26,Faktorial,2,2
29/07/2021,02:42:38,Faktorial,2,2
29/07/2021,02:43:20,Faktorial,3,6
29/07/2021,04:24:49,Faktorial,7,5040
29/07/2021,04:25:05,Faktorial,0,1
29/07/2021,04:25:07,Faktorial,1,1
29/07/2021,04:25:18,Faktorial,2,2
